CustomerID,Name,Email,PurchaseDate,Product,Quantity,UnitPrice,TotalAmount
CUST00179,Bethany Rice,brettoliver@example.com,30/6/2024,Laptop,1,1000,3000
CUST00180,Jennifer Soto,ruizannette@example.org,3/10/2020,Microphone,4,130,520
CUST00181,Richard Jackson,jacksondon@example.net,9/10/2022,Speaker,4,180,720
CUST00182,Jesse Williams,adamhuff@example.com,6/12/2022,Monitor,3,300,900
CUST00183,John Murray,zmarshall@example.org,20/9/2021,Headphones,3,150,450
CUST00184,Alexis Gonzalez,foxchristina@example.net,8/10/2018,Monitor,3,300,900
CUST00185,Amanda Carroll,ellen54@example.org,17/9/2019,Laptop,1,1000,2000
CUST00186,James Harris,basschelsea@example.com,17/6/2020,Smartwatch,5,200,1000
CUST00187,Jennifer Carr,joseph25@example.com,23/9/2016,Camera,1,500,500
CUST00188,Timothy Anderson,vball@example.com,8/2/2024,Smartwatch,1,200,200
CUST00189,Anthony Thomas,jillbarnett@example.net,19/12/2017,Printer,1,250,250
CUST00190,Joy Hart,kelly00@example.org,28/6/2018,Camera,1,500,500
CUST00191,Susan Lopez,merickson@example.net,14/9/2023,Keyboard,4,100,400
CUST00192,James Jones,pross@example.org,13/7/2024,Smartphone,3,700,2100
CUST00193,William Thompson,rwyatt@example.com,2/12/2019,Speaker,4,180,720
CUST00194,Patrick Sweeney,stevenlawson@example.com,2/4/2022,Smartwatch,5,200,1000
CUST00195,Tyler Russell,ashley64@example.com,11/10/2019,Keyboard,1,100,100
CUST00196,David Fowler,edward17@example.com,4/1/2016,Smartphone,5,700,3500
CUST00197,Kristin Valdez,john65@example.net,17/2/2020,USB Flash Drive,3,20,60
CUST00198,Matthew Fuller,ronaldwhite@example.org,10/6/2017,Monitor,3,300,900
CUST00199,Kimberly Lee,kespinoza@example.net,10/9/2020,External Hard Drive,1,120,360
CUST00200,Erik Jackson,alexandra11@example.org,7/9/2017,USB Flash Drive,3,20,60
CUST00201,Wendy James,dphillips@example.org,24/3/2015,Tablet,2,400,800
CUST00202,Priscilla Myers,bflores@example.net,19/6/2016,External Hard Drive,1,120,480
CUST00203,Christopher Johnson,martinkimberly@example.net,8/8/2020,Monitor,4,300,1200
CUST00204,Christopher Ramirez,beanchristopher@example.net,22/1/2019,Tablet,3,400,1200
CUST00205,Andrea Stephens,denniswalton@example.net,19/12/2022,Camera,1,500,500
CUST00206,Jessica Cox MD,elambert@example.net,12/6/2017,USB Flash Drive,5,20,100
CUST00207,Brian Hall,maxwellthomas@example.org,2/7/2018,Tablet,4,400,1600
CUST00208,Ronnie Davis,laurarivera@example.com,23/4/2016,Router,1,80,80
CUST00209,Jimmy Stone,tracey70@example.org,30/6/2022,Camera,1,500,500
CUST00210,Lauren West,brian25@example.org,3/6/2017,Smartwatch,3,200,600
CUST00211,Marcus Hendricks,qpitts@example.net,14/3/2015,Smartwatch,1,200,200
CUST00212,Ashley Wilson,tranmelody@example.com,7/1/2020,Microphone,1,130,130
CUST00213,Alicia Lopez,tyler88@example.com,29/3/2022,Monitor,4,300,1200
CUST00214,Jonathan Obrien,nathankerr@example.com,27/10/2023,Tablet,4,400,1600
CUST00215,Brian Owens,johnsonjennifer@example.com,14/6/2022,Camera,1,500,500
CUST00216,Dustin Paul,seth91@example.net,30/9/2021,USB Flash Drive,2,20,40
CUST00217,Rick Martinez,gabriellanunez@example.com,6/8/2021,Speaker,5,180,900
CUST00218,Roberto Smith,brenda90@example.com,27/9/2018,Speaker,5,180,900
CUST00219,Shelley Bridges,morganwalls@example.org,13/9/2016,Printer,3,250,750
CUST00220,Brian Johnson,portiz@example.com,6/1/2016,Smartphone,,700,2100
CUST00221,David Meyer,john58@example.net,7/4/2020,Mouse,2,50,100
CUST00222,Ryan Waters,lucas12@example.net,1/9/2018,Laptop,1,1000,3000
CUST00223,Brian Pruitt,cookchristina@example.net,4/1/2021,Router,3,80,240
CUST00224,Brett Sharp,jacquelinejohnson@example.com,3/6/2020,Laptop,1,1000,5000
CUST00225,Stephanie Alexander,qpratt@example.com,27/7/2023,External Hard Drive,1,120,240
CUST00226,Catherine Jones,alexandernicole@example.org,23/12/2021,Speaker,4,180,720
CUST00227,Mary Murphy,justin86@example.com,6/2/2016,Keyboard,,100,200
CUST00228,Tammy Anderson,robertmoore@example.net,15/6/2015,Mouse,5,50,250
CUST00229,Holly Cook,kaylayoung@example.com,28/1/2016,Tablet,3,400,1200
CUST00230,Ryan Hale,qmiller@example.org,11/11/2016,Laptop,1,1000,4000
CUST00231,Catherine Diaz,victor33@example.com,15/3/2018,Mouse,5,50,250
CUST00232,Felicia Savage,jacksonteresa@example.net,13/9/2024,Headphones,4,150,600
CUST00233,Patrick Young,cruzshawn@example.org,27/12/2014,Monitor,5,300,1500
CUST00234,Scott Howard,michael55@example.net,2/1/2015,External Hard Drive,1,120,120
CUST00235,Jason Frank,charles14@example.com,27/6/2016,Printer,4,250,1000
CUST00236,Dana Mccall,samanthahuynh@example.com,30/1/2015,Speaker,3,180,540
CUST00237,Kristine Henderson,mford@example.com,12/9/2018,Monitor,1,300,300
CUST00238,Katherine Woods,robert77@example.org,11/5/2018,USB Flash Drive,1,20,20
CUST00239,Dawn Lopez,stephen94@example.net,12/12/2016,Headphones,5,150,750
CUST00240,Emily Ortiz,swansonkimberly@example.com,21/12/2015,Keyboard,3,100,300
CUST00241,Sandra Scott,zrodriguez@example.org,28/11/2016,Camera,1,500,500
CUST00242,Patricia Jones,reesebrianna@example.net,22/10/2023,Tablet,5,400,2000
CUST00243,Ryan Johnson,bjones@example.com,29/12/2018,Camera,1,500,500
CUST00244,Denise Thomas,upatterson@example.com,5/12/2022,USB Flash Drive,2,20,40
CUST00245,Carol Noble,michaelmcdaniel@example.com,30/10/2023,Keyboard,4,100,400
CUST00246,Brian Booth,richardgonzalez@example.net,9/8/2016,Laptop,1,1000,4000
CUST00247,Timothy Foley,greerderek@example.com,29/7/2019,Tablet,3,400,1200
CUST00248,Randy Miles,carl92@example.net,21/11/2019,Tablet,5,400,2000
CUST00249,Rhonda Maldonado,peterdaniels@example.net,20/10/2020,Tablet,5,400,2000
CUST00250,Angela Barnes PhD,michaelvincent@example.net,17/8/2017,Laptop,1,1000,3000
CUST00251,Patricia Parker,justinobrien@example.net,30/10/2020,Speaker,3,180,540
CUST00252,Vicki Reid,olsonpatrick@example.net,23/3/2017,Laptop,1,1000,4000
CUST00253,Brian Gonzalez,curtisrodriguez@example.com,17/6/2016,Smartphone,5,700,3500
CUST00254,David Davis,laura69@example.com,10/12/2022,Microphone,1,130,130
CUST00255,Anna Russo,imclaughlin@example.net,3/6/2024,Tablet,2,400,800
CUST00256,Michael James,tamara84@example.org,26/8/2020,Keyboard,5,100,500
CUST00257,Scott Davis,dana23@example.net,3/5/2015,Tablet,3,400,1200
CUST00258,Cassie Krueger,yhutchinson@example.net,15/2/2019,Printer,4,250,1000
CUST00259,Laura Henderson,peter95@example.com,19/8/2022,Keyboard,,100,200
CUST00260,Ricky Maldonado PhD,justin59@example.net,8/12/2018,Router,5,80,400
CUST00261,Holly Hernandez,michelle52@example.com,7/5/2023,Camera,1,500,500
CUST00262,Brent Smith,rowlandchristopher@example.net,30/12/2018,Headphones,1,150,150
CUST00263,Christopher Williams,perezjohn@example.org,28/4/2021,Speaker,5,180,900
CUST00264,Donna Jackson,frichards@example.net,3/5/2018,Keyboard,2,100,200
CUST00265,Elizabeth Mitchell,bbell@example.org,1/2/2018,Printer,5,250,1250
CUST00266,Devin Roberts,lisa69@example.org,28/5/2019,Camera,1,500,500
CUST00267,Randy Harris,lindafoster@example.org,2/8/2020,Laptop,1,1000,2000
CUST00268,Bobby Rios,powellstephen@example.net,10/7/2020,Laptop,1,1000,4000
CUST00269,Hannah Watkins,zhangsarah@example.net,18/9/2022,External Hard Drive,1,120,360
CUST00270,Drew Rojas,mark12@example.com,28/12/2019,Keyboard,5,100,500
CUST00271,William Wilson,shaffermelissa@example.net,14/4/2019,Speaker,1,180,180
CUST00272,Sarah Brown,dennis73@example.org,31/7/2019,Laptop,1,1000,1000
CUST00273,Tracy Ayala,joseph42@example.com,8/9/2016,Router,3,80,240
CUST00274,Christine Adkins,donaldsmith@example.com,17/7/2017,Printer,3,250,750
CUST00275,Scott Atkins,rangelgeorge@example.net,17/10/2019,Router,4,80,320
CUST00276,Roger Meyers,lesliedoyle@example.org,17/10/2020,Smartphone,1,700,700
CUST00277,Valerie Black,bethany30@example.org,18/4/2019,Camera,1,500,500
CUST00278,Kevin Gardner,pcross@example.net,2/8/2016,Printer,2,250,500
CUST00279,Brandon Marshall,susanwells@example.org,20/11/2014,USB Flash Drive,4,20,80
CUST00280,Tina Luna,amber17@example.org,25/10/2019,Keyboard,2,100,200
CUST00281,Carolyn Walker,julieevans@example.net,7/6/2019,Laptop,1,1000,4000
CUST00282,Teresa Robinson,nferrell@example.com,3/4/2024,Keyboard,4,100,400
CUST00283,Dr. Bill Flores,ngarrett@example.net,24/10/2019,Camera,1,500,500
CUST00284,Taylor Gibson,morenojoy@example.net,20/3/2018,Printer,3,250,750
CUST00285,Samantha Garcia,deannazimmerman@example.com,14/11/2023,Router,3,80,240
CUST00286,Patty Reed,simmonsleslie@example.net,2/1/2024,Monitor,2,300,600
CUST00287,Nicole Smith,mkelley@example.com,12/5/2020,Mouse,5,50,250
CUST00288,John Thomas,philip58@example.com,13/7/2015,Keyboard,1,100,100
CUST00289,Devin Perez,kimberly72@example.com,10/9/2017,Router,5,80,400
CUST00290,Tiffany Collier,mary24@example.com,15/2/2023,Camera,1,500,500
CUST00291,Steven Reid,mmunoz@example.org,2/6/2020,Speaker,1,180,180
CUST00292,Carol Lewis,james72@example.org,25/2/2017,Headphones,5,150,750
CUST00293,Jim Davis,ian87@example.org,18/4/2023,Camera,1,500,500
CUST00294,Joshua Jones,kirstenking@example.org,26/11/2023,Smartwatch,4,200,800
CUST00295,Michael Dillon,parkschristopher@example.net,17/10/2016,External Hard Drive,1,120,240
CUST00296,Steven Smith,victoria56@example.net,25/3/2020,External Hard Drive,1,120,600
CUST00297,Victor Coleman,dennis40@example.net,18/9/2022,USB Flash Drive,1,20,20
CUST00298,Leah Davis,alfredreyes@example.com,6/6/2022,Router,2,80,160
CUST00299,Heather Mckenzie,ncole@example.org,27/6/2020,External Hard Drive,1,120,600
CUST00300,Vanessa Gibson,rickybrown@example.org,19/3/2017,Tablet,,400,400
CUST00301,Andres Pope,linda03@example.com,8/10/2021,Printer,3,250,750
CUST00302,Amanda Lewis,anthony07@example.com,14/6/2019,Camera,1,500,500
CUST00303,Thomas Cline,rachelmartinez@example.net,3/3/2016,Router,3,80,240
CUST00304,Gary Martin,whitney88@example.com,17/4/2022,Router,2,80,160
CUST00305,Jamie Torres,josephmorris@example.com,8/4/2020,Mouse,5,50,250
CUST00306,Stephanie Santos,caitlynfreeman@example.com,2/9/2023,USB Flash Drive,4,20,80
CUST00307,Maria Horne,fthomas@example.org,11/4/2019,Laptop,1,1000,2000
CUST00308,Meredith Robinson,john26@example.org,6/6/2017,USB Flash Drive,4,20,80
CUST00309,Eric Martinez,dennishamilton@example.net,27/7/2020,USB Flash Drive,2,20,40
CUST00310,Shelia Hanson,fitzgeraldbrent@example.com,9/7/2021,USB Flash Drive,5,20,100
CUST00311,Carolyn Riley,ericaarellano@example.net,7/6/2020,Printer,2,250,500
CUST00312,Elizabeth Ray,jonesaaron@example.org,11/8/2015,USB Flash Drive,4,20,80
CUST00313,Shane Garcia,holly96@example.com,29/12/2020,Smartwatch,3,200,600
CUST00314,Jessica Mcintyre,vanessagarcia@example.org,9/6/2022,Tablet,4,400,1600
CUST00315,Kara Chapman,april57@example.net,2/6/2023,USB Flash Drive,3,20,60
CUST00316,Laura Dunn,austinmcgee@example.net,19/5/2020,Speaker,4,180,720
CUST00317,Mark Wilson,katherine67@example.net,19/12/2014,Camera,1,500,500
CUST00318,Mary Duncan,bryantcody@example.com,27/8/2021,Printer,2,250,50000
CUST00319,Mary Franklin,aliceboyd@example.org,18/6/2024,External Hard Drive,1,120,600
CUST00320,Heather Watson,david69@example.com,6/6/2024,Laptop,1,1000,1000
CUST00321,Richard Solomon,mackzachary@example.org,29/9/2017,USB Flash Drive,3,20,60
CUST00322,Andrew Short,juliegrimes@example.com,22/3/2022,Headphones,4,150,600
CUST00323,David Burgess,zhenry@example.net,16/8/2022,Keyboard,5,100,500
CUST00324,Tyler Johnson,ingramkevin@example.com,21/2/2023,Headphones,1,150,150
CUST00325,Sean Sellers,lynchthomas@example.com,31/12/2016,Smartwatch,1,200,200
CUST00326,Charles Montoya,cathy72@example.org,4/12/2021,External Hard Drive,1,120,600
CUST00327,Connie Kelly,norrisrichard@example.org,16/4/2018,Router,4,80,320
CUST00328,Jared Wright,jonesdestiny@example.com,3/4/2019,Router,3,80,240
CUST00329,Scott Cross,regina30@example.com,9/11/2014,Smartphone,4,700,2800
